GlobalEventID	SQLDATE	Actor1Code	Actor1Name	Actor1CountryCode	Actor1Type1Code	Actor2Code	Actor2Name	Actor2CountryCode	Actor2Type1Code	EventCode	EventBaseCode	EventRootCode	QuadClass	GoldsteinScale	NumMentions	NumSources	NumArticles	AvgTone	ActionGeo_CountryCode	DATEADDED	SOURCEURL
1001926730	20210901	GOV	AUTHORITIES		GOV	USA	CALIFORNIA	USA		190	190	19	4	-10.0	5	1	5	-3.72628726287263	US	20210901000000	https://www.sfgate.com/news/article/To-Save-Lake-Tahoe-They-Spared-No-Expense-The-16425711.php
1001926732	20210901	GOV	GOVERNOR		GOV	USA	SOUTH CAROLINA	USA		190	190	19	4	-10.0	8	1	8	-5.54371002132196	US	20210901000000	https://muscatinejournal.com/news/state-and-regional/iowa/state-mask-bans-face-federal-civil-rights-inquiries/article_bfbb8aae-b6f1-56a0-83df-0e35d5b775cc.html
1001926742	20210901	GOV	GOVERNMENT		GOV	ZWE	ZIMBABWE	ZWE		111	111	11	3	-2.0	6	1	6	-6.79611650485437	ZI	20210901000000	https://www.herald.co.zw/exposing-zim-axis-of-evil/
1001926745	20210901	GOVEDU	EDUCATION SECRETARY		GOV					112	112	11	3	-2.0	6	1	6	-5.54371002132196	US	20210901000000	https://muscatinejournal.com/news/state-and-regional/iowa/state-mask-bans-face-federal-civil-rights-inquiries/article_bfbb8aae-b6f1-56a0-83df-0e35d5b775cc.html
1001926748	20210901	GOVEDU	EDUCATION SECRETARY		GOV	GOV	MINIST		GOV	112	112	11	3	-2.0	8	1	8	-0.66445182724252	UK	20210901000000	https://www.leicestermercury.co.uk/news/uk-world-news/pupils-class-school-exam-confusion-5855296
1001926749	20210901	GOVEDU	EDUCATION SECRETARY		GOV	GOV	MINIST		GOV	112	112	11	3	-2.0	8	1	8	-0.55432372505543	UK	20210901000000	https://www.derbytelegraph.co.uk/news/uk-world-news/pupils-class-school-exam-confusion-5855296
1001926769	20210901	GOVMIL	DEFENSE DEPARTMENT		GOV	SOM	SOMALIA	SOM		154	154	15	4	-7.2	18	2	18	-2.03712921482956	SO	20210901000000	https://www.kitv.com/story/44643841/fact-check-psaki-claims-us-doesnt-have-a-presence-on-the-ground-in-yemen-and-somalia
1001926792	20210901	HLH	SURGEON		HLH	OPP	DETAINEE		OPP	1822	182	18	4	-9.0	6	1	6	-7.72626931567329	UK	20210901000000	https://www.dailymaverick.co.za/article/2021-09-01-court-told-of-theatrics-of-terror-and-torture-by-security-branch-police/
1001926808	20210901	IGOWSTNAT	NATO	WST	IGO	AFG	AFGHANISTAN	AFG		190	190	19	4	-10.0	10	1	10	-1.26582278481013	AF	20210901000000	https://ksusentinel.com/2021/08/31/taliban-supporters-celebrate-us-exit-with-american-flag-coffins-08-31-21-worldwide/
1001926809	20210901	IMGSEAMOSJMA	ENCEP NURJAMAN	SEA	IMG	MIL	MILITARY COMMISSION		MIL	190	190	19	4	-10.0	8	4	8	-8.50325035674647	MY	20210901000000	https://www.wboc.com/story/44643524/bali-bomb-case-at-guantanamo-runs-into-immediate-challenges
1001926810	20210901	IMGSEAMOSJMA	ENCEP NURJAMAN	SEA	IMG	MYS	MALAYSIA	MYS		173	173	17	4	-5.0	8	4	8	-8.50325035674647	MY	20210901000000	https://www.wboc.com/story/44643524/bali-bomb-case-at-guantanamo-runs-into-immediate-challenges
1001926837	20210901	IRQ	BAGHDAD	IRQ		UAF	MILITANT		UAF	173	173	17	4	-5.0	8	1	8	-5.17241379310345	IZ	20210901000000	https://www.iraqsun.com/news/270960382/iraqi-forces-launch-anti-is-operation-near-iraqi-syrian-border
1001926855	20210901	JPN	JAPAN	JPN		GBR	LONDON	GBR		110	110	11	3	-2.0	7	1	7	7.48299319727892	UK	20210901000000	https://www.wallaceburgcourierpress.com/entertainment/local-arts/londons-lost-in-japan-wins-national-song-contests-20000-prize/wcm/a4178eab-8c1b-457b-8c41-ab09f5c63a9d
1001926896	20210901	JUD	TRIBUNAL		JUD					112	112	11	3	-2.0	6	1	6	-9.46843853820596	BG	20210901000000	https://www.daily-sun.com/post/573934/Six-militants-awarded-death
1001926897	20210901	JUD	JUDGE		JUD					114	114	11	3	-2.0	5	1	5	-3.35195530726257	US	20210901000000	https://news.stlpublicradio.org/health-science-environment/2021-08-31/nearly-1-000-missouri-nurses-could-get-compensation-in-lawsuit-over-unpaid-time
1001926899	20210901	JUD	PROSECUTOR		JUD					120	120	12	3	-4.0	6	1	6	-8.46730975348334	US	20210901000000	https://abcnews.go.com/US/wireStory/backpage-owners-head-trial-alleged-sex-ads-79752679
1001926900	20210901	JUD	JUDGE		JUD					172	172	17	4	-5.0	6	1	6	-5.54371002132196	US	20210901000000	https://muscatinejournal.com/news/state-and-regional/iowa/state-mask-bans-face-federal-civil-rights-inquiries/article_bfbb8aae-b6f1-56a0-83df-0e35d5b775cc.html
1001926913	20210901	JUD	DEFENSE LAWYER		JUD	BHS	NASSAU	BHS		190	190	19	4	-10.0	10	1	10	-4.59770114942529		20210901000000	https://www.news4jax.com/news/local/2021/08/31/defense-asks-judge-to-submit-questionnaire-to-potential-jurors-in-kimberly-kessler-trial/
1001926915	20210901	JUD	JUDGE		JUD	BUS	COMPANY		BUS	114	114	11	3	-2.0	5	1	5	-3.35195530726257	US	20210901000000	https://news.stlpublicradio.org/health-science-environment/2021-08-31/nearly-1-000-missouri-nurses-could-get-compensation-in-lawsuit-over-unpaid-time
1001926918	20210901	JUD	TRIBUNAL		JUD	CRM	CONVICTS		CRM	172	172	17	4	-5.0	10	1	10	-9.46843853820596	BG	20210901000000	https://www.daily-sun.com/post/573934/Six-militants-awarded-death
1001926924	20210901	JUD	JUDGE		JUD	EDU	SCHOOL		EDU	180	180	18	4	-9.0	7	1	7	-6.44599303135888	US	20210901000000	https://abcnews.go.com/US/wireStory/alleged-sex-assault-school-band-trip-prompts-legal-79751495
1001926929	20210901	JUD	MAGISTRATE		JUD	OPP	DETAINEE		OPP	1822	182	18	4	-9.0	10	1	10	-7.72626931567329	SF	20210901000000	https://www.dailymaverick.co.za/article/2021-09-01-court-told-of-theatrics-of-terror-and-torture-by-security-branch-police/
1001926936	20210901	JUD	LAWYER		JUD	USA	COLORADO	USA		115	115	11	3	-2.0	10	1	10	-4.8780487804878	US	20210901000000	https://gazette.com/news/colorado-springs-settles-lawsuit-over-alleged-biased-policing/article_7318507c-09bf-11ec-8084-43e070d9ae10.html
1001926945	20210901	JUD	SUPREME COURT		JUD	USAGOV	JOE BIDEN	USA	GOV	190	190	19	4	-10.0	30	2	30	-2.32347176222867	US	20210901000000	https://www.oleantimesherald.com/news/ap-explains-hochul-bringing-back-ny-legislature-over-evictions/article_d66aeedf-9b27-50e8-a9ef-b9b3c8695212.html
1001926946	20210901	JUD	FEDERAL JUDGE		JUD	USAJUD	MISSOURI	USA	JUD	120	120	12	3	-4.0	6	1	6	-9.71428571428574	US	20210901000000	https://news.stlpublicradio.org/dan-margolies
1001926991	20210901	LEG	CHAMBER		LEG					111	111	11	3	-2.0	5	1	5	-2.96127562642369		20210901000000	https://www.msn.com/en-us/news/us/oklahoma-city-council-rejects-new-mask-mandate/ar-AANWLEW
1001926992	20210901	LEG	LAWMAKER		LEG					120	120	12	3	-4.0	6	1	6	-6.20017714791851	AF	20210901000000	https://www.ivpressonline.com/news/politics/biden-defends-departure-from-forever-war-praises-airlift/article_4d4e5595-a2a4-52b2-bbea-e4be9acc4dde.html
1001926993	20210901	LEG	SENATE		LEG					141	141	14	3	-6.5	40	4	40	-6.22412652200652	US	20210901000000	https://www.crossville-chronicle.com/news/ap_news/texas-legislature-sends-sweeping-gop-voting-bill-to-governor/article_6732b04f-2152-5278-ba64-1a2de009d8cf.html
1001926994	20210901	LEG	SENATOR		LEG					190	190	19	4	-10.0	20	2	20	-0.81967213114754		20210901000000	https://siouxcityjournal.com/news/state-and-regional/govt-and-politics/redistricting-special-session-must-be-completed-within-two-weeks-speaker-tells-senators/article_837289e4-8dad-5772-81a5-6d65c28a7e08.html
1001927026	20210901	LEG	CONGRESS		LEG	YEM	YEMEN	YEM		154	154	15	4	-7.2	12	2	12	-2.03666832586693	US	20210901000000	https://www.kitv.com/story/44643841/fact-check-psaki-claims-us-doesnt-have-a-presence-on-the-ground-in-yemen-and-somalia
1001927081	20210901	MED	PUBLISHER		MED	SAUGOV	ABDULLAH	SAU	GOV	170	170	17	4	-7.0	6	1	6	-9.46843853820596	BG	20210901000000	https://www.daily-sun.com/post/573934/Six-militants-awarded-death
1001927109	20210901	MIL	MILITARY		MIL					120	120	12	3	-4.0	10	1	10	0.33670033670034	CH	20210901000000	https://www.straitstimes.com/asia/se-asia/china-special-envoy-wraps-up-unannounced-myanmar-visit
